Date,District,Daily_Cases
2020-09-08,Number inward as at today-10 am,176
2020-09-09,Number inward as at today-10 am,182
2020-09-10,Number inward as at today-10 am,180
2020-09-11,Number inward as at today-10 am,174
2020-09-12,Number inward as at today-10 am,174
2020-09-13,Number inward as at today-10 am,187
2020-09-14,Number inward as at today-10 am,217
2020-09-15,Number inward as at today-10 am,234
2020-09-16,Number inward as at today-10 am,237
2020-09-17,Number inward as at today-10 am,215
2020-09-18,Number inward as at today-10 am,203
2020-09-19,Number inward as at today-10 am,198
2020-09-20,Number inward as at today-10 am,182
2020-09-21,Number inward as at today-10 am,174
2020-09-22,Number inward as at today-10 am,168
2020-09-23,Number inward as at today-10 am,171
2020-09-24,Number inward as at today-10 am,169
2020-09-25,Number inward as at today-10 am,162
2020-09-26,Number inward as at today-10 am,146
2020-09-27,Number inward as at today-10 am,128
2020-09-28,Number inward as at today-10 am,137
2020-09-29,Number inward as at today-10 am,120
2020-09-30,Number inward as at today-10 am,131
2020-10-01,Number inward as at today-10 am,134
2020-10-02,Number inward as at today-10 am,124
2020-10-03,Number inward as at today-10 am,121
2020-10-04,Number inward as at today-10 am,125
2020-10-05,Number inward as at today-10 am,199
2020-10-06,Number inward as at today-10 am,454
2020-10-07,Number inward as at today-10 am,965
2020-10-08,Number inward as at today-10 am,1168
2020-10-09,Number inward as at today-10 am,1179
2020-10-10,Number inward as at today-10 am,1204
2020-10-11,Number inward as at today-10 am,1308
2020-10-12,Number inward as at today-10 am,1422
2020-10-13,Number inward as at today-10 am,1503
2020-10-14,Number inward as at today-10 am,1668
2020-10-15,Number inward as at today-10 am,1777
2020-10-16,Number inward as at today-10 am,1846
2020-10-17,Number inward as at today-10 am,1946
2020-10-18,Number inward as at today-10 am,2059
2020-10-19,Number inward as at today-10 am,2132
2020-10-20,Number inward as at today-10 am,2215
2020-10-21,Number inward as at today-10 am,2297
2020-10-22,Number inward as at today-10 am,2404
2020-10-23,Number inward as at today-10 am,2629
2020-10-24,Number inward as at today-10 am,3424
2020-10-25,Number inward as at today-10 am,3703
2020-10-26,Number inward as at today-10 am,3923
2020-10-27,Number inward as at today-10 am,4354
2020-10-28,Number inward as at today-10 am,4776
2020-10-29,Number inward as at today-10 am,5044
2020-10-30,Number inward as at today-10 am,5490
2020-10-31,Number inward as at today-10 am,6005
2020-11-01,Number inward as at today-10 am,5738
2020-11-02,Number inward as at today-10 am,5790
2020-11-03,Number inward as at today-10 am,5733
2020-11-04,Number inward as at today-10 am,5863
2020-11-05,Number inward as at today-10 am,5540
2020-11-06,Number inward as at today-10 am,5355
2020-11-07,Number inward as at today-10 am,5217
2020-11-08,Number inward as at today-10 am,5100
2020-11-09,Number inward as at today-10 am,5014
2020-11-10,Number inward as at today-10 am,4712
2020-11-11,Number inward as at today-10 am,4491
2020-11-12,Number inward as at today-10 am,4651
2020-11-13,Number inward as at today-10 am,4644
2020-11-14,Number inward as at today-10 am,4814
2020-11-15,Number inward as at today-10 am,5035
2020-11-16,Number inward as at today-10 am,5423
2020-11-17,Number inward as at today-10 am,5403
2020-11-18,Number inward as at today-10 am,5422
2020-11-19,Number inward as at today-10 am,5430
2020-11-20,Number inward as at today-10 am,5497
2020-11-21,Number inward as at today-10 am,5616
2020-11-22,Number inward as at today-10 am,5619
2020-11-23,Number inward as at today-10 am,5587
2020-11-24,Number inward as at today-10 am,5456
2020-11-25,Number inward as at today-10 am,5426
2020-11-26,Number inward as at today-10 am,5557
2020-11-27,Number inward as at today-10 am,5703
2020-11-28,Number inward as at today-10 am,5738
2020-11-29,Number inward as at today-10 am,5877
2020-11-30,Number inward as at today-10 am,5808
2020-12-01,Number inward as at today-10 am,6052
2020-12-02,Number inward as at today-10 am,6106
2020-12-03,Number inward as at today-10 am,6254
2020-12-04,Number inward as at today-10 am,6471
2020-12-05,Number inward as at today-10 am,6339
2020-12-06,Number inward as at today-10 am,6631
2020-12-07,Number inward as at today-10 am,6933
2020-12-08,Number inward as at today-10 am,7180
2020-12-09,Number inward as at today-10 am,7436
2020-12-10,Number inward as at today-10 am,7670
2020-12-11,Number inward as at today-10 am,7636
2020-12-12,Number inward as at today-10 am,7924
2020-12-13,Number inward as at today-10 am,8193
2020-12-14,Number inward as at today-10 am,8329
2020-12-15,Number inward as at today-10 am,8457
2020-12-16,Number inward as at today-10 am,8312
2020-12-17,Number inward as at today-10 am,8224
2020-12-18,Number inward as at today-10 am,8166
2020-12-19,Number inward as at today-10 am,8332
2020-12-20,Number inward as at today-10 am,8229
2020-12-21,Number inward as at today-10 am,8403
2020-12-22,Number inward as at today-10 am,8150
2020-12-23,Number inward as at today-10 am,7994
2020-12-24,Number inward as at today-10 am,7887
2020-12-25,Number inward as at today-10 am,7707
2020-12-26,Number inward as at today-10 am,7545
2020-12-27,Number inward as at today-10 am,7492
2020-12-28,Number inward as at today-10 am,7642
2020-12-29,Number inward as at today-10 am,7484
2020-12-30,Number inward as at today-10 am,7245
2020-12-31,Number inward as at today-10 am,7174
2021-01-01,Number inward as at today-10 am,6940
2021-01-02,Number inward as at today-10 am,6931
2021-01-03,Number inward as at today-10 am,6908
2021-01-04,Number inward as at today-10 am,6744
2021-01-05,Number inward as at today-10 am,6765
2021-01-06,Number inward as at today-10 am,6486
2021-01-07,Number inward as at today-10 am,6368
2021-01-08,Number inward as at today-10 am,6241
2021-01-09,Number inward as at today-10 am,6242
2021-01-10,Number inward as at today-10 am,6286
2021-01-11,Number inward as at today-10 am,6057
2021-01-12,Number inward as at today-10 am,6088
2021-01-13,Number inward as at today-10 am,6026
2021-01-14,Number inward as at today-10 am,6235
2021-01-15,Number inward as at today-10 am,6389
2021-01-16,Number inward as at today-10 am,6593
2021-01-17,Number inward as at today-10 am,6886
2021-01-18,Number inward as at today-10 am,6992
2021-01-19,Number inward as at today-10 am,6886
2021-01-20,Number inward as at today-10 am,6931
2021-01-21,Number inward as at today-10 am,6931
2021-01-22,Number inward as at today-10 am,7183
2021-01-23,Number inward as at today-10 am,7324
2021-01-24,Number inward as at today-10 am,7623
2021-01-25,Number inward as at today-10 am,7810
2021-01-26,Number inward as at today-10 am,7834
2021-01-27,Number inward as at today-10 am,7068
2021-01-28,Number inward as at today-10 am,5969
2021-01-29,Number inward as at today-10 am,5891
2021-01-30,Number inward as at today-10 am,5863
2021-01-31,Number inward as at today-10 am,5821
2021-02-01,Number inward as at today-10 am,5766
2021-02-02,Number inward as at today-10 am,5617
2021-02-03,Number inward as at today-10 am,5487
2021-02-04,Number inward as at today-10 am,5510
2021-02-05,Number inward as at today-10 am,5315
2021-02-06,Number inward as at today-10 am,4913
2021-02-07,Number inward as at today-10 am,4824
2021-02-08,Number inward as at today-10 am,4851
2021-02-09,Number inward as at today-10 am,4817
2021-02-10,Number inward as at today-10 am,5197
2021-02-11,Number inward as at today-10 am,5588
2021-02-12,Number inward as at today-10 am,5753
2021-02-13,Number inward as at today-10 am,5841
2021-02-14,Number inward as at today-10 am,5766
2021-02-15,Number inward as at today-10 am,5846
2021-02-16,Number inward as at today-10 am,5596
2021-02-17,Number inward as at today-10 am,5599
2021-02-18,Number inward as at today-10 am,5661
2021-02-19,Number inward as at today-10 am,5424
2021-02-20,Number inward as at today-10 am,5048
2021-02-21,Number inward as at today-10 am,4746
2021-02-22,Number inward as at today-10 am,4444
2021-02-23,Number inward as at today-10 am,4225
2021-02-24,Number inward as at today-10 am,4042
2021-02-25,Number inward as at today-10 am,4049
2021-02-26,Number inward as at today-10 am,3849
2021-02-27,Number inward as at today-10 am,3593
2021-02-28,Number inward as at today-10 am,3479
2021-03-01,Number inward as at today-10 am,3349
2021-03-02,Number inward as at today-10 am,3056
2021-03-03,Number inward as at today-10 am,2950
2021-03-04,Number inward as at today-10 am,2906
2021-03-05,Number inward as at today-10 am,2800
2021-03-06,Number inward as at today-10 am,2698
2021-03-07,Number inward as at today-10 am,2780
2021-03-08,Number inward as at today-10 am,2680
2021-03-09,Number inward as at today-10 am,2779
2021-03-10,Number inward as at today-10 am,2622
2021-03-11,Number inward as at today-10 am,2609
2021-03-12,Number inward as at today-10 am,2511
2021-03-13,Number inward as at today-10 am,2508
2021-03-14,Number inward as at today-10 am,2426
2021-03-15,Number inward as at today-10 am,2411
2021-03-16,Number inward as at today-10 am,2335
2021-03-17,Number inward as at today-10 am,2265
2021-03-18,Number inward as at today-10 am,2381
2021-03-19,Number inward as at today-10 am,2410
2021-03-20,Number inward as at today-10 am,2487
2021-03-21,Number inward as at today-10 am,2542
2021-03-22,Number inward as at today-10 am,2596
2021-03-23,Number inward as at today-10 am,2657
2021-03-24,Number inward as at today-10 am,2583
2021-03-25,Number inward as at today-10 am,2583
2021-03-26,Number inward as at today-10 am,2587
2021-03-27,Number inward as at today-10 am,2615
2021-03-28,Number inward as at today-10 am,2657
2021-03-29,Number inward as at today-10 am,2613
2021-03-30,Number inward as at today-10 am,2647
2021-03-31,Number inward as at today-10 am,2625
2021-04-01,Number inward as at today-10 am,2731
2021-04-02,Number inward as at today-10 am,2645
2021-04-03,Number inward as at today-10 am,2532
2021-04-04,Number inward as at today-10 am,2508
2021-04-05,Number inward as at today-10 am,2292
2021-04-06,Number inward as at today-10 am,2301
2021-04-07,Number inward as at today-10 am,2267
2021-04-08,Number inward as at today-10 am,2358
2021-04-09,Number inward as at today-10 am,2471
2021-04-10,Number inward as at today-10 am,2513
2021-04-11,Number inward as at today-10 am,2621
2021-04-12,Number inward as at today-10 am,2758
2021-04-13,Number inward as at today-10 am,2866
2021-04-14,Number inward as at today-10 am,2867
2021-04-15,Number inward as at today-10 am,2825
2021-04-16,Number inward as at today-10 am,2730
2021-04-17,Number inward as at today-10 am,2739
2021-04-18,Number inward as at today-10 am,2709
2021-04-19,Number inward as at today-10 am,2804
2021-04-20,Number inward as at today-10 am,2938
2021-04-21,Number inward as at today-10 am,3179
2021-04-22,Number inward as at today-10 am,3536
2021-04-23,Number inward as at today-10 am,4053
2021-04-24,Number inward as at today-10 am,4898
2021-04-25,Number inward as at today-10 am,5633
2021-04-26,Number inward as at today-10 am,6158
2021-04-27,Number inward as at today-10 am,6873
2021-04-28,Number inward as at today-10 am,7749
2021-04-29,Number inward as at today-10 am,8847
2021-04-30,Number inward as at today-10 am,9842
2021-05-01,Number inward as at today-10 am,10990
2021-05-02,Number inward as at today-10 am,11933
2021-05-03,Number inward as at today-10 am,12848
2021-05-04,Number inward as at today-10 am,13814
2021-05-05,Number inward as at today-10 am,14795
2021-05-06,Number inward as at today-10 am,15910
2021-05-07,Number inward as at today-10 am,16916
2021-05-08,Number inward as at today-10 am,17476
2021-05-09,Number inward as at today-10 am,17985
2021-05-10,Number inward as at today-10 am,19494
2021-05-11,Number inward as at today-10 am,21062
2021-05-12,Number inward as at today-10 am,22591
2021-05-13,Number inward as at today-10 am,23857
2021-05-14,Number inward as at today-10 am,24796
2021-05-15,Number inward as at today-10 am,19944
2021-05-16,Number inward as at today-10 am,21208
2021-05-17,Number inward as at today-10 am,22155
2021-05-18,Number inward as at today-10 am,23076
2020-04-01,Total Number Confirmed,143
2020-04-02,Total Number Confirmed,148
2020-04-03,Total Number Confirmed,151
2020-04-04,Total Number Confirmed,159
2020-04-05,Total Number Confirmed,166
2020-04-06,Total Number Confirmed,176
2020-04-07,Total Number Confirmed,180
2020-04-08,Total Number Confirmed,186
2020-04-09,Total Number Confirmed,189
2020-04-10,Total Number Confirmed,190
2020-04-11,Total Number Confirmed,197
2020-04-12,Total Number Confirmed,199
2020-04-13,Total Number Confirmed,210
2020-04-14,Total Number Confirmed,218
2020-04-15,Total Number Confirmed,233
2020-04-16,Total Number Confirmed,238
2020-04-17,Total Number Confirmed,238
2020-04-18,Total Number Confirmed,244
2020-04-19,Total Number Confirmed,254
2020-04-20,Total Number Confirmed,271
2020-04-21,Total Number Confirmed,304
2020-04-22,Total Number Confirmed,310
2020-04-23,Total Number Confirmed,330
2020-04-24,Total Number Confirmed,368
2020-04-25,Total Number Confirmed,420
2020-04-26,Total Number Confirmed,460
2020-04-27,Total Number Confirmed,523
2020-04-28,Total Number Confirmed,588
2020-04-29,Total Number Confirmed,619
2020-04-30,Total Number Confirmed,649
2020-05-01,Total Number Confirmed,665
2020-05-02,Total Number Confirmed,690
2020-05-03,Total Number Confirmed,705
2020-05-04,Total Number Confirmed,718
2020-05-05,Total Number Confirmed,755
2020-05-06,Total Number Confirmed,771
2020-05-07,Total Number Confirmed,797
2020-05-08,Total Number Confirmed,824
2020-05-09,Total Number Confirmed,835
2020-05-10,Total Number Confirmed,847
2020-05-11,Total Number Confirmed,863
2020-05-12,Total Number Confirmed,869
2020-05-13,Total Number Confirmed,889
2020-05-14,Total Number Confirmed,915
2020-05-15,Total Number Confirmed,925
2020-05-16,Total Number Confirmed,935
2020-05-17,Total Number Confirmed,960
2020-05-18,Total Number Confirmed,981
2020-05-19,Total Number Confirmed,992
2020-05-20,Total Number Confirmed,1027
2020-05-21,Total Number Confirmed,1028
2020-05-22,Total Number Confirmed,1055
2020-05-23,Total Number Confirmed,1068
2020-05-24,Total Number Confirmed,1089
2020-05-25,Total Number Confirmed,1141
2020-05-26,Total Number Confirmed,1182
2020-05-27,Total Number Confirmed,1319
2020-05-28,Total Number Confirmed,1469
2020-05-29,Total Number Confirmed,1530
2020-05-30,Total Number Confirmed,1558
2020-05-31,Total Number Confirmed,1620
2020-06-01,Total Number Confirmed,1633
2020-06-02,Total Number Confirmed,1643
2020-06-03,Total Number Confirmed,1683
2020-06-04,Total Number Confirmed,1749
2020-06-05,Total Number Confirmed,1797
2020-06-06,Total Number Confirmed,1801
2020-06-07,Total Number Confirmed,1814
2020-06-08,Total Number Confirmed,1835
2020-06-09,Total Number Confirmed,1857
2020-06-10,Total Number Confirmed,1859
2020-06-11,Total Number Confirmed,1869
2020-06-12,Total Number Confirmed,1877
2020-06-13,Total Number Confirmed,1880
2020-06-14,Total Number Confirmed,1884
2020-06-15,Total Number Confirmed,1889
2020-06-16,Total Number Confirmed,1905
2020-06-18,Total Number Confirmed,1924
2020-06-19,Total Number Confirmed,1947
2020-06-20,Total Number Confirmed,1950
2020-06-21,Total Number Confirmed,1950
2020-06-22,Total Number Confirmed,1950
2020-06-23,Total Number Confirmed,1951
2020-06-24,Total Number Confirmed,1991
2020-06-25,Total Number Confirmed,2001
2020-06-26,Total Number Confirmed,2010
2020-06-27,Total Number Confirmed,2014
2020-06-28,Total Number Confirmed,2033
2020-06-29,Total Number Confirmed,2037
2020-06-30,Total Number Confirmed,2042
2020-07-01,Total Number Confirmed,2047
2020-07-02,Total Number Confirmed,2054
2020-07-03,Total Number Confirmed,2066
2020-07-04,Total Number Confirmed,2069
2020-07-05,Total Number Confirmed,2074
2020-07-06,Total Number Confirmed,2076
2020-07-07,Total Number Confirmed,2077
2020-07-08,Total Number Confirmed,2081
2020-07-09,Total Number Confirmed,2094
2020-07-10,Total Number Confirmed,2350
2020-07-11,Total Number Confirmed,2454
2020-07-12,Total Number Confirmed,2511
2020-07-13,Total Number Confirmed,2617
2020-07-14,Total Number Confirmed,2646
2020-07-15,Total Number Confirmed,2665
2020-07-16,Total Number Confirmed,2674
2020-07-17,Total Number Confirmed,2687
2020-07-18,Total Number Confirmed,2697
2020-07-19,Total Number Confirmed,2704
2020-07-20,Total Number Confirmed,2724
2020-07-21,Total Number Confirmed,2730
2020-07-22,Total Number Confirmed,2730
2020-07-23,Total Number Confirmed,2752
2020-07-24,Total Number Confirmed,2753
2020-07-25,Total Number Confirmed,2764
2020-07-26,Total Number Confirmed,2770
2020-07-27,Total Number Confirmed,2782
2020-07-28,Total Number Confirmed,2805
2020-07-29,Total Number Confirmed,2810
2020-07-30,Total Number Confirmed,2811
2020-07-31,Total Number Confirmed,2814
2020-08-01,Total Number Confirmed,2815
2020-08-02,Total Number Confirmed,2815
2020-08-03,Total Number Confirmed,2823
2020-08-04,Total Number Confirmed,2828
2020-08-05,Total Number Confirmed,2834
2020-08-06,Total Number Confirmed,2839
2020-08-07,Total Number Confirmed,2839
2020-08-08,Total Number Confirmed,2839
2020-08-09,Total Number Confirmed,2841
2020-08-10,Total Number Confirmed,2844
2020-08-11,Total Number Confirmed,2871
2020-08-12,Total Number Confirmed,2880
2020-08-13,Total Number Confirmed,2881
2020-08-14,Total Number Confirmed,2882
2020-08-15,Total Number Confirmed,2886
2020-08-16,Total Number Confirmed,2890
2020-08-17,Total Number Confirmed,2893
2020-08-18,Total Number Confirmed,2900
2020-08-19,Total Number Confirmed,2902
2020-08-20,Total Number Confirmed,2902
2020-08-21,Total Number Confirmed,2918
2020-08-22,Total Number Confirmed,2941
2020-08-23,Total Number Confirmed,2947
2020-08-24,Total Number Confirmed,2953
2020-08-25,Total Number Confirmed,2959
2020-08-26,Total Number Confirmed,2971
2020-08-27,Total Number Confirmed,2984
2020-08-28,Total Number Confirmed,2986
2020-08-29,Total Number Confirmed,2989
2020-08-30,Total Number Confirmed,2995
2020-08-31,Total Number Confirmed,3012
2020-09-01,Total Number Confirmed,3071
2020-09-02,Total Number Confirmed,3092
2020-09-03,Total Number Confirmed,3101
2020-09-04,Total Number Confirmed,3111
2020-09-05,Total Number Confirmed,3115
2020-09-06,Total Number Confirmed,3121
2020-09-07,Total Number Confirmed,3123
2020-09-08,Total Number Confirmed,3123
2020-09-09,Total Number Confirmed,3140
2020-09-10,Total Number Confirmed,3147
2020-09-11,Total Number Confirmed,3155
2020-09-12,Total Number Confirmed,3169
2020-09-13,Total Number Confirmed,3195
2020-09-14,Total Number Confirmed,3234
2020-09-15,Total Number Confirmed,3263
2020-09-16,Total Number Confirmed,3271
2020-09-17,Total Number Confirmed,3271
2020-09-18,Total Number Confirmed,3276
2020-09-19,Total Number Confirmed,3281
2020-09-20,Total Number Confirmed,3283
2020-09-21,Total Number Confirmed,3287
2020-09-22,Total Number Confirmed,3299
2020-09-23,Total Number Confirmed,3313
2020-09-24,Total Number Confirmed,3324
2020-09-25,Total Number Confirmed,3333
2020-09-26,Total Number Confirmed,3345
2020-09-27,Total Number Confirmed,3349
2020-09-28,Total Number Confirmed,3360
2020-09-29,Total Number Confirmed,3363
2020-09-30,Total Number Confirmed,3374
2020-10-01,Total Number Confirmed,3380
2020-10-02,Total Number Confirmed,3382
2020-10-03,Total Number Confirmed,3388
2020-10-04,Total Number Confirmed,3396
2020-10-05,Total Number Confirmed,3471
2020-10-06,Total Number Confirmed,3733
2020-10-07,Total Number Confirmed,4252
2020-10-08,Total Number Confirmed,4459
2020-10-09,Total Number Confirmed,4488
2020-10-10,Total Number Confirmed,4523
2020-10-11,Total Number Confirmed,4628
2020-10-12,Total Number Confirmed,4752
2020-10-13,Total Number Confirmed,4844
2020-10-14,Total Number Confirmed,5038
2020-10-15,Total Number Confirmed,5170
2020-10-16,Total Number Confirmed,5244
2020-10-17,Total Number Confirmed,5354
2020-10-18,Total Number Confirmed,5475
2020-10-19,Total Number Confirmed,5585
2020-10-20,Total Number Confirmed,5685
2020-10-21,Total Number Confirmed,5811
2020-10-22,Total Number Confirmed,5978
2020-10-23,Total Number Confirmed,6287
2020-10-24,Total Number Confirmed,7153
2020-10-25,Total Number Confirmed,7521
2020-10-26,Total Number Confirmed,7872
2020-10-27,Total Number Confirmed,8413
2020-10-28,Total Number Confirmed,8870
2020-10-29,Total Number Confirmed,9205
2020-10-30,Total Number Confirmed,9791
2020-10-31,Total Number Confirmed,10424
2020-11-01,Total Number Confirmed,10663
2020-11-02,Total Number Confirmed,11060
2020-11-03,Total Number Confirmed,11335
2020-11-04,Total Number Confirmed,11744
2020-11-05,Total Number Confirmed,12187
2020-11-06,Total Number Confirmed,12570
2020-11-07,Total Number Confirmed,12970
2020-11-08,Total Number Confirmed,13419
2020-11-09,Total Number Confirmed,13929
2020-11-10,Total Number Confirmed,14285
2020-11-11,Total Number Confirmed,14715
2020-11-12,Total Number Confirmed,15350
2020-11-13,Total Number Confirmed,15723
2020-11-14,Total Number Confirmed,16191
2020-11-15,Total Number Confirmed,16583
2020-11-16,Total Number Confirmed,17287
2020-11-17,Total Number Confirmed,17674
2020-11-18,Total Number Confirmed,18075
2020-11-19,Total Number Confirmed,18402
2020-11-20,Total Number Confirmed,18841
2020-11-21,Total Number Confirmed,19280
2020-11-22,Total Number Confirmed,19771
2020-11-23,Total Number Confirmed,20171
2020-11-24,Total Number Confirmed,20508
2020-11-25,Total Number Confirmed,20967
2020-11-26,Total Number Confirmed,21469
2020-11-27,Total Number Confirmed,22028
2020-11-28,Total Number Confirmed,22501
2020-11-29,Total Number Confirmed,22988
2020-11-30,Total Number Confirmed,23484
2020-12-01,Total Number Confirmed,23987
2020-12-02,Total Number Confirmed,24532
2020-12-03,Total Number Confirmed,25410
2020-12-04,Total Number Confirmed,26038
2020-12-05,Total Number Confirmed,26559
2020-12-06,Total Number Confirmed,27228
2020-12-07,Total Number Confirmed,27877
2020-12-08,Total Number Confirmed,28580
2020-12-09,Total Number Confirmed,29378
2020-12-10,Total Number Confirmed,30075
2020-12-11,Total Number Confirmed,30613
2020-12-12,Total Number Confirmed,31375
2020-12-13,Total Number Confirmed,32135
2020-12-14,Total Number Confirmed,32790
2020-12-15,Total Number Confirmed,33478
2020-12-16,Total Number Confirmed,34121
2020-12-17,Total Number Confirmed,34737
2020-12-18,Total Number Confirmed,35387
2020-12-19,Total Number Confirmed,36049
2020-12-20,Total Number Confirmed,36667
2020-12-21,Total Number Confirmed,37261
2020-12-22,Total Number Confirmed,37631
2020-12-23,Total Number Confirmed,38059
2020-12-24,Total Number Confirmed,38639
2020-12-25,Total Number Confirmed,39231
2020-12-26,Total Number Confirmed,39782
2020-12-27,Total Number Confirmed,40380
2020-12-28,Total Number Confirmed,41054
2020-12-29,Total Number Confirmed,41603
2020-12-30,Total Number Confirmed,42063
2020-12-31,Total Number Confirmed,42702
2021-01-01,Total Number Confirmed,43299
2021-01-02,Total Number Confirmed,43856
2021-01-03,Total Number Confirmed,44371
2021-01-04,Total Number Confirmed,44774
2021-01-05,Total Number Confirmed,45242
2021-01-06,Total Number Confirmed,45726
2021-01-07,Total Number Confirmed,46248
2021-01-08,Total Number Confirmed,46780
2021-01-09,Total Number Confirmed,47305
2021-01-10,Total Number Confirmed,47840
2021-01-11,Total Number Confirmed,48380
2021-01-12,Total Number Confirmed,48949
2021-01-13,Total Number Confirmed,49537
2021-01-14,Total Number Confirmed,50229
2021-01-15,Total Number Confirmed,50899
2021-01-16,Total Number Confirmed,51594
2021-01-17,Total Number Confirmed,52313
2021-01-18,Total Number Confirmed,53076
2021-01-19,Total Number Confirmed,53750
2021-01-20,Total Number Confirmed,54419
2021-01-21,Total Number Confirmed,55189
2021-01-22,Total Number Confirmed,56076
2021-01-23,Total Number Confirmed,56863
2021-01-24,Total Number Confirmed,57587
2021-01-25,Total Number Confirmed,58430
2021-01-26,Total Number Confirmed,59167
2021-01-27,Total Number Confirmed,59922
2021-01-28,Total Number Confirmed,60694
2021-01-29,Total Number Confirmed,61586
2021-01-30,Total Number Confirmed,62445
2021-01-31,Total Number Confirmed,63293
2021-02-01,Total Number Confirmed,64157
2021-02-02,Total Number Confirmed,64983
2021-02-03,Total Number Confirmed,65698
2021-02-04,Total Number Confirmed,66409
2021-02-05,Total Number Confirmed,67115
2021-02-06,Total Number Confirmed,67850
2021-02-07,Total Number Confirmed,68576
2021-02-08,Total Number Confirmed,69348
2021-02-09,Total Number Confirmed,70235
2021-02-10,Total Number Confirmed,71211
2021-02-11,Total Number Confirmed,72174
2021-02-12,Total Number Confirmed,73116
2021-02-13,Total Number Confirmed,74056
2021-02-14,Total Number Confirmed,74852
2021-02-15,Total Number Confirmed,75654
2021-02-16,Total Number Confirmed,76428
2021-02-17,Total Number Confirmed,77184
2021-02-18,Total Number Confirmed,77906
2021-02-19,Total Number Confirmed,78420
2021-02-20,Total Number Confirmed,78937
2021-02-21,Total Number Confirmed,79480
2021-02-22,Total Number Confirmed,79999
2021-02-23,Total Number Confirmed,80517
2021-02-24,Total Number Confirmed,81009
2021-02-25,Total Number Confirmed,81467
2021-02-26,Total Number Confirmed,81933
2021-02-27,Total Number Confirmed,82430
2021-02-28,Total Number Confirmed,82890
2021-03-01,Total Number Confirmed,83242
2021-03-02,Total Number Confirmed,83552
2021-03-03,Total Number Confirmed,83870
2021-03-04,Total Number Confirmed,84226
2021-03-05,Total Number Confirmed,84610
2021-03-06,Total Number Confirmed,84960
2021-03-07,Total Number Confirmed,85336
2021-03-08,Total Number Confirmed,85695
2021-03-09,Total Number Confirmed,86039
2021-03-10,Total Number Confirmed,86343
2021-03-11,Total Number Confirmed,86685
2021-03-12,Total Number Confirmed,86989
2021-03-13,Total Number Confirmed,87286
2021-03-14,Total Number Confirmed,87600
2021-03-15,Total Number Confirmed,87907
2021-03-16,Total Number Confirmed,88238
2021-03-17,Total Number Confirmed,88524
2021-03-18,Total Number Confirmed,88862
2021-03-19,Total Number Confirmed,89175
2021-03-20,Total Number Confirmed,89497
2021-03-21,Total Number Confirmed,89846
2021-03-22,Total Number Confirmed,90200
2021-03-23,Total Number Confirmed,90514
2021-03-24,Total Number Confirmed,90765
2021-03-25,Total Number Confirmed,91018
2021-03-26,Total Number Confirmed,91289
2021-03-27,Total Number Confirmed,91561
2021-03-28,Total Number Confirmed,91839
2021-03-29,Total Number Confirmed,92088
2021-03-30,Total Number Confirmed,92303
2021-03-31,Total Number Confirmed,92442
2021-04-01,Total Number Confirmed,92706
2021-04-02,Total Number Confirmed,92917
2021-04-03,Total Number Confirmed,93128
2021-04-04,Total Number Confirmed,93295
2021-04-05,Total Number Confirmed,93436
2021-04-06,Total Number Confirmed,93595
2021-04-07,Total Number Confirmed,93772
2021-04-08,Total Number Confirmed,93993
2021-04-09,Total Number Confirmed,94336
2021-04-10,Total Number Confirmed,94564
2021-04-11,Total Number Confirmed,94848
2021-04-12,Total Number Confirmed,95131
2021-04-13,Total Number Confirmed,95394
2021-04-14,Total Number Confirmed,95620
2021-04-15,Total Number Confirmed,95737
2021-04-16,Total Number Confirmed,95949
2021-04-17,Total Number Confirmed,96186
2021-04-18,Total Number Confirmed,96439
2021-04-19,Total Number Confirmed,96796
2021-04-20,Total Number Confirmed,97105
2021-04-21,Total Number Confirmed,97472
2021-04-22,Total Number Confirmed,98050
2021-04-23,Total Number Confirmed,98722
2021-04-24,Total Number Confirmed,99691
2021-04-25,Total Number Confirmed,100586
2021-04-26,Total Number Confirmed,101379
2021-04-27,Total Number Confirmed,102376
2021-04-28,Total Number Confirmed,103487
2021-04-29,Total Number Confirmed,104953
2021-04-30,Total Number Confirmed,106484
2021-05-01,Total Number Confirmed,108146
2021-05-02,Total Number Confirmed,109862
2021-05-03,Total Number Confirmed,111753
2021-05-04,Total Number Confirmed,113676
2021-05-05,Total Number Confirmed,115590
2021-05-06,Total Number Confirmed,117529
2021-05-07,Total Number Confirmed,119424
2021-05-08,Total Number Confirmed,121338
2021-05-09,Total Number Confirmed,123234
2021-05-10,Total Number Confirmed,125906
2021-05-11,Total Number Confirmed,128530
2021-05-12,Total Number Confirmed,131098
2021-05-13,Total Number Confirmed,133527
2021-05-14,Total Number Confirmed,135796
2021-05-15,Total Number Confirmed,138085
2021-05-16,Total Number Confirmed,140471
2021-05-17,Total Number Confirmed,142746
2021-05-18,Total Number Confirmed,145202
2020-04-01,Total Number Recovered,18
2020-04-02,Total Number Recovered,21
2020-04-03,Total Number Recovered,22
2020-04-04,Total Number Recovered,25
2020-04-05,Total Number Recovered,29
2020-04-06,Total Number Recovered,34
2020-04-07,Total Number Recovered,42
2020-04-08,Total Number Recovered,42
2020-04-09,Total Number Recovered,47
2020-04-10,Total Number Recovered,50
2020-04-11,Total Number Recovered,54
2020-04-12,Total Number Recovered,55
2020-04-13,Total Number Recovered,56
2020-04-14,Total Number Recovered,59
